"ID","scientific_name","common_name","latitude","longitude","iso_country_code","taxon_id","year","basis_of_record","provider","resource","occurrence_date","collector","SPACER","id","type","language","institutionCode","collectionCode","basisOfRecord","catalogNumber","occurrenceRemarks","recordedBy","individualCount","samplingProtocol","eventDate","year.orig","month","day","verbatimEventDate","country","verbatimLatitude","verbatimLongitude","verbatimCoordinateSystem","verbatimSRS","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertaintyInMeters","coordinatePrecision","taxonID","nameAccordingToID","scientificName","nameAccordingTo","genus","specificEpithet","infraspecificEpithet","taxonRank","scientificNameAuthorship","vernacularName","taxonRemarks"
34,"Osteopilus septentrionalis","Cuban Treefrog",25.48888,-80.34486901,"US",173538,2002,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2002-08-12","Marquette","<--BISON | GBIF-->",34,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",34,"0 cm (ground); Mainland (trail to 302)","Marquette",1,"Opportunistic Encounter","2002-08-12",2002,8,12,"8/12/2002","US",2819245,565846,"UTM 17","World Geodetic System of 1984",25.48888,-80.34486901,"World Geodetic System of 1984",71,1e-05,173538,173538,"Osteopilus septentrionalis","Integrated Taxonomic Information System (ITIS), 2013.","Osteopilus","septentrioinalis","","Species","(Duméril and Bibron, 1841)","Cuban Treefrog","Osteopilus septentrioinalis"
35,"Osteopilus septentrionalis","Cuban Treefrog",25.48888,-80.34486901,"US",173538,2002,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2002-08-12","Marquette","<--BISON | GBIF-->",35,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",35,"100 cm (tree); Mainland (trail to 302)","Marquette",1,"Opportunistic Encounter","2002-08-12",2002,8,12,"8/12/2002","US",2819245,565846,"UTM 17","World Geodetic System of 1984",25.48888,-80.34486901,"World Geodetic System of 1984",71,1e-05,173538,173538,"Osteopilus septentrionalis","Integrated Taxonomic Information System (ITIS), 2013.","Osteopilus","septentrioinalis","","Species","(Duméril and Bibron, 1841)","Cuban Treefrog","Osteopilus septentrioinalis"
36,"Anolis sagrei","Brown Anole",25.49317,-80.34448758,"US",173903,2002,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2002-08-12","Marquette","<--BISON | GBIF-->",36,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",36,"Mainland","Marquette",1,"Opportunistic Encounter","2002-08-12",2002,8,12,"8/12/2002","US",2819720,565882,"UTM 17","World Geodetic System of 1984",25.49317,-80.34448758,"World Geodetic System of 1984",71,1e-05,173903,173903,"Anolis sagrei","Integrated Taxonomic Information System (ITIS), 2013.","Anolis","sagrei","","Species","Cocteau in Duméril and Bibron, 1837","Brown Anole","Anolis sagrei"
37,"Rana sphenocephala","Southern Leopard Frog",25.49317,-80.34448758,"US",173436,2002,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2002-08-12","Marquette","<--BISON | GBIF-->",37,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",37,"Mainland","Marquette",1,"Opportunistic Encounter","2002-08-12",2002,8,12,"8/12/2002","US",2819720,565882,"UTM 17","World Geodetic System of 1984",25.49317,-80.34448758,"World Geodetic System of 1984",71,1e-05,173436,173436,"Rana sphenocephala","Integrated Taxonomic Information System (ITIS), 2013.","Rana","sphenocephala","","Species","Cope, 1886","Southern Leopard Frog","Rana sphenocephala"
38,"Diadophis punctatus punctatus","Southern Ring-neck Snake",25.49303,-80.3440804,"US",174159,2002,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2002-08-12","Marquette","<--BISON | GBIF-->",38,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",38,"15 cm (ground; Mainland","Marquette",1,"Opportunistic Encounter","2002-08-12",2002,8,12,"8/12/2002","US",2819705,565923,"UTM 17","World Geodetic System of 1984",25.49303,-80.3440804,"World Geodetic System of 1984",71,1e-05,174159,174159,"Diadophis punctatus punctatus","Integrated Taxonomic Information System (ITIS), 2013.","Diadophis","punctatus","punctatus","Subspecies","(Linnaeus, 1766)","Southern Ring-neck Snake","Diadophis punctatus punctatus"
39,"Eleutherodactylus planirostris","Greenhouse Frog",25.493,-80.34220013,"US",173568,2002,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2002-08-12","Marquette E. Crockett/Amber Dove","<--BISON | GBIF-->",39,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",39,"","Marquette E. Crockett/Amber Dove",1,"Vocalization","2002-08-12",2002,8,12,"8/12/2002","US",2819702,566112,"UTM 17","World Geodetic System of 1984",25.493,-80.34220013,"World Geodetic System of 1984",71,1e-05,173568,173568,"Eleutherodactylus planirostris","Integrated Taxonomic Information System (ITIS), 2013.","Eleutherodactylus","planirostris","planirostris","Species","(Cope, 1862)","Greenhouse Frog","Eleutherodactylus planirostris planirostris"
40,"Rana sphenocephala","Southern Leopard Frog",25.493,-80.34220013,"US",173436,2002,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2002-08-12","Marquette E. Crockett/Amber Dove","<--BISON | GBIF-->",40,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",40,"","Marquette E. Crockett/Amber Dove",1,"Visual Encounter","2002-08-12",2002,8,12,"8/12/2002","US",2819702,566112,"UTM 17","World Geodetic System of 1984",25.493,-80.34220013,"World Geodetic System of 1984",71,1e-05,173436,173436,"Rana sphenocephala","Integrated Taxonomic Information System (ITIS), 2013.","Rana","sphenocephala","","Species","Cope, 1886","Southern Leopard Frog","Rana sphenocephala"
41,"Eleutherodactylus planirostris","Greenhouse Frog",25.40891,-80.21202237,"US",173568,2002,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2002-08-21","Marquette E. Crockett/Amber Dove","<--BISON | GBIF-->",41,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",41,"","Marquette E. Crockett/Amber Dove",1,"Vocalization","2002-08-21",2002,8,21,"8/21/2002","US",2810461,579251,"UTM 17","World Geodetic System of 1984",25.40891,-80.21202237,"World Geodetic System of 1984",71,1e-05,173568,173568,"Eleutherodactylus planirostris","Integrated Taxonomic Information System (ITIS), 2013.","Eleutherodactylus","planirostris","planirostris","Species","(Cope, 1862)","Greenhouse Frog","Eleutherodactylus planirostris planirostris"
42,"Eleutherodactylus planirostris","Greenhouse Frog",25.44188,-80.19951584,"US",173568,2002,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2002-08-21","Marquette E. Crockett/Amber Dove","<--BISON | GBIF-->",42,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",42,"","Marquette E. Crockett/Amber Dove",1,"Vocalization","2002-08-21",2002,8,21,"8/21/2002","US",2814119,580487,"UTM 17","World Geodetic System of 1984",25.44188,-80.19951584,"World Geodetic System of 1984",71,1e-05,173568,173568,"Eleutherodactylus planirostris","Integrated Taxonomic Information System (ITIS), 2013.","Eleutherodactylus","planirostris","planirostris","Species","(Cope, 1862)","Greenhouse Frog","Eleutherodactylus planirostris planirostris"
43,"Gastrophryne carolinensis","Eastern Narrow-mouth Toad",25.45437,-80.19166532,"US",173467,2002,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2002-08-21","Marquette","<--BISON | GBIF-->",43,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",43,"saw 4-5 individuals; Elliott Road","Marquette",1,"Opportunistic Encounter","2002-08-21",2002,8,21,"8/21/2002","US",2815507,581268,"UTM 17","World Geodetic System of 1984",25.45437,-80.19166532,"World Geodetic System of 1984",71,1e-05,173467,173467,"Gastrophryne carolinensis","Integrated Taxonomic Information System (ITIS), 2013.","Gastrophryne","carolinensis","","Species","(Holbrook, 1835)","Eastern Narrow-mouth Toad","Gastrophryne carolinensis"
44,"Anolis sagrei","Brown Anole",25.45336,-80.19142338,"US",173903,2002,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2002-08-21","Marquette E. Crockett/Amber Dove","<--BISON | GBIF-->",44,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",44,"","Marquette E. Crockett/Amber Dove",2,"Visual Encounter","2002-08-21",2002,8,21,"8/21/2002","US",2815396,581293,"UTM 17","World Geodetic System of 1984",25.45336,-80.19142338,"World Geodetic System of 1984",71,1e-05,173903,173903,"Anolis sagrei","Integrated Taxonomic Information System (ITIS), 2013.","Anolis","sagrei","","Species","Cocteau in Duméril and Bibron, 1837","Brown Anole","Anolis sagrei"
45,"Eleutherodactylus planirostris","Greenhouse Frog",25.45336,-80.19142338,"US",173568,2002,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2002-08-21","Marquette E. Crockett/Amber Dove","<--BISON | GBIF-->",45,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",45,"","Marquette E. Crockett/Amber Dove",1,"Vocalization","2002-08-21",2002,8,21,"8/21/2002","US",2815396,581293,"UTM 17","World Geodetic System of 1984",25.45336,-80.19142338,"World Geodetic System of 1984",71,1e-05,173568,173568,"Eleutherodactylus planirostris","Integrated Taxonomic Information System (ITIS), 2013.","Eleutherodactylus","planirostris","planirostris","Species","(Cope, 1862)","Greenhouse Frog","Eleutherodactylus planirostris planirostris"
46,"Osteopilus septentrionalis","Cuban Treefrog",25.45167,-80.19270774,"US",173538,2002,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2002-08-26","Marquette","<--BISON | GBIF-->",46,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",46,"0 cm (ground; Elliott Road","Marquette",1,"Opportunistic Encounter","2002-08-26",2002,8,26,"8/26/2002","US",2815208,581165,"UTM 17","World Geodetic System of 1984",25.45167,-80.19270774,"World Geodetic System of 1984",71,1e-05,173538,173538,"Osteopilus septentrionalis","Integrated Taxonomic Information System (ITIS), 2013.","Osteopilus","septentrioinalis","","Species","(Duméril and Bibron, 1841)","Cuban Treefrog","Osteopilus septentrioinalis"
47,"Eleutherodactylus planirostris","Greenhouse Frog",25.49662,-80.17991089,"US",173568,2002,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2002-08-29","Marquette E. Crockett/Amber Dove","<--BISON | GBIF-->",47,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",47,"","Marquette E. Crockett/Amber Dove",1,"Vocalization","2002-08-29",2002,8,29,"8/29/2002","US",2820194,582421,"UTM 17","World Geodetic System of 1984",25.49662,-80.17991089,"World Geodetic System of 1984",71,1e-05,173568,173568,"Eleutherodactylus planirostris","Integrated Taxonomic Information System (ITIS), 2013.","Eleutherodactylus","planirostris","planirostris","Species","(Cope, 1862)","Greenhouse Frog","Eleutherodactylus planirostris planirostris"
48,"Eleutherodactylus planirostris","Greenhouse Frog",25.50321,-80.17865226,"US",173568,2002,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2002-08-29","Marquette E. Crockett/Amber Dove","<--BISON | GBIF-->",48,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",48,"","Marquette E. Crockett/Amber Dove",1,"Vocalization","2002-08-29",2002,8,29,"8/29/2002","US",2820924,582543,"UTM 17","World Geodetic System of 1984",25.50321,-80.17865226,"World Geodetic System of 1984",71,1e-05,173568,173568,"Eleutherodactylus planirostris","Integrated Taxonomic Information System (ITIS), 2013.","Eleutherodactylus","planirostris","planirostris","Species","(Cope, 1862)","Greenhouse Frog","Eleutherodactylus planirostris planirostris"
49,"Bufo marinus","Cane Toad",25.49981,-80.18384932,"US",173489,2002,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2002-09-16","Amber","<--BISON | GBIF-->",49,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",49,"sunset, heard 2 calling; Sands Key","Amber",1,"Opportunistic Encounter","2002-09-16",2002,9,16,"9/16/2002","US",2820544,582023,"UTM 17","World Geodetic System of 1984",25.49981,-80.18384932,"World Geodetic System of 1984",71,1e-05,173489,173489,"Bufo marinus","Integrated Taxonomic Information System (ITIS), 2013.","Bufo","marinus","","Species","(Linnaeus, 1758)","Cane Toad","Bufo marinus"
50,"Eleutherodactylus planirostris","Greenhouse Frog",25.52276,-80.17519536,"US",173568,2002,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2002-09-16","GC/Amber Dove","<--BISON | GBIF-->",50,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",50,"","GC/Amber Dove",1,"Vocalization","2002-09-16",2002,9,16,"9/16/2002","US",2823091,582877,"UTM 17","World Geodetic System of 1984",25.52276,-80.17519536,"World Geodetic System of 1984",71,1e-05,173568,173568,"Eleutherodactylus planirostris","Integrated Taxonomic Information System (ITIS), 2013.","Eleutherodactylus","planirostris","planirostris","Species","(Cope, 1862)","Greenhouse Frog","Eleutherodactylus planirostris planirostris"
51,"Hyla cinerea","Green Treefrog",25.48425,-80.3464362,"US",173505,2002,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2002-09-23","Marquette E. Crockett/Amber Dove","<--BISON | GBIF-->",51,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",51,"ACROSS CANAL","Marquette E. Crockett/Amber Dove",1,"Vocalization","2002-09-23",2002,9,23,"9/23/2002","US",2818731,565691,"UTM 17","World Geodetic System of 1984",25.48425,-80.3464362,"World Geodetic System of 1984",71,1e-05,173505,173505,"Hyla cinerea","Integrated Taxonomic Information System (ITIS), 2013.","Hyla","cinerea","","Species","(Schneider, 1799)","Green Treefrog","Hyla cinerea"
52,"Hyla cinerea","Green Treefrog",25.46685,-80.3461622,"US",173505,2002,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2002-09-23","Marquette E. Crockett/Amber Dove","<--BISON | GBIF-->",52,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",52,"ACROSS CANAL","Marquette E. Crockett/Amber Dove",1,"Vocalization","2002-09-23",2002,9,23,"9/23/2002","US",2816804,565728,"UTM 17","World Geodetic System of 1984",25.46685,-80.3461622,"World Geodetic System of 1984",71,1e-05,173505,173505,"Hyla cinerea","Integrated Taxonomic Information System (ITIS), 2013.","Hyla","cinerea","","Species","(Schneider, 1799)","Green Treefrog","Hyla cinerea"
53,"Eleutherodactylus planirostris","Greenhouse Frog",25.493,-80.34220013,"US",173568,2002,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2002-09-23","Marquette E. Crockett/Amber Dove","<--BISON | GBIF-->",53,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",53,"OUTSIDE PLOT","Marquette E. Crockett/Amber Dove",1,"Vocalization","2002-09-23",2002,9,23,"9/23/2002","US",2819702,566112,"UTM 17","World Geodetic System of 1984",25.493,-80.34220013,"World Geodetic System of 1984",71,1e-05,173568,173568,"Eleutherodactylus planirostris","Integrated Taxonomic Information System (ITIS), 2013.","Eleutherodactylus","planirostris","planirostris","Species","(Cope, 1862)","Greenhouse Frog","Eleutherodactylus planirostris planirostris"
54,"Hyla cinerea","Green Treefrog",25.493,-80.34220013,"US",173505,2002,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2002-09-23","Marquette E. Crockett/Amber Dove","<--BISON | GBIF-->",54,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",54,"OUTSIDE PLOT","Marquette E. Crockett/Amber Dove",1,"Vocalization","2002-09-23",2002,9,23,"9/23/2002","US",2819702,566112,"UTM 17","World Geodetic System of 1984",25.493,-80.34220013,"World Geodetic System of 1984",71,1e-05,173505,173505,"Hyla cinerea","Integrated Taxonomic Information System (ITIS), 2013.","Hyla","cinerea","","Species","(Schneider, 1799)","Green Treefrog","Hyla cinerea"
55,"Bufo marinus","Cane Toad",25.53726,-80.32437164,"US",173489,2002,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2002-09-26","Marquette","<--BISON | GBIF-->",55,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",55,"Mainland (parking lot)","Marquette",1,"Opportunistic Encounter","2002-09-26",2002,9,26,"9/26/2002","US",2824613,567879,"UTM 17","World Geodetic System of 1984",25.53726,-80.32437164,"World Geodetic System of 1984",71,1e-05,173489,173489,"Bufo marinus","Integrated Taxonomic Information System (ITIS), 2013.","Bufo","marinus","","Species","(Linnaeus, 1758)","Cane Toad","Bufo marinus"
56,"Eleutherodactylus planirostris","Greenhouse Frog",25.40891,-80.21202237,"US",173568,2002,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2002-09-26","Marquette","<--BISON | GBIF-->",56,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",56,"Elliott (outside plot 305)","Marquette",1,"Opportunistic Encounter","2002-09-26",2002,9,26,"9/26/2002","US",2810461,579251,"UTM 17","World Geodetic System of 1984",25.40891,-80.21202237,"World Geodetic System of 1984",71,1e-05,173568,173568,"Eleutherodactylus planirostris","Integrated Taxonomic Information System (ITIS), 2013.","Eleutherodactylus","planirostris","planirostris","Species","(Cope, 1862)","Greenhouse Frog","Eleutherodactylus planirostris planirostris"
57,"Eleutherodactylus planirostris","Greenhouse Frog",25.40891,-80.21202237,"US",173568,2002,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2002-09-26","Marquette E. Crockett/Amber Dove","<--BISON | GBIF-->",57,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",57,"","Marquette E. Crockett/Amber Dove",1,"Visual Encounter","2002-09-26",2002,9,26,"9/26/2002","US",2810461,579251,"UTM 17","World Geodetic System of 1984",25.40891,-80.21202237,"World Geodetic System of 1984",71,1e-05,173568,173568,"Eleutherodactylus planirostris","Integrated Taxonomic Information System (ITIS), 2013.","Eleutherodactylus","planirostris","planirostris","Species","(Cope, 1862)","Greenhouse Frog","Eleutherodactylus planirostris planirostris"
58,"Anolis sagrei","Brown Anole",25.42881,-80.20642378,"US",173903,2002,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2002-09-26","Marquette E. Crockett/Amber Dove","<--BISON | GBIF-->",58,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",58,"","Marquette E. Crockett/Amber Dove",1,"Visual Encounter","2002-09-26",2002,9,26,"9/26/2002","US",2812668,579801,"UTM 17","World Geodetic System of 1984",25.42881,-80.20642378,"World Geodetic System of 1984",71,1e-05,173903,173903,"Anolis sagrei","Integrated Taxonomic Information System (ITIS), 2013.","Anolis","sagrei","","Species","Cocteau in Duméril and Bibron, 1837","Brown Anole","Anolis sagrei"
